ID,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Age Group,Kids,Total Purchases
3310,Master,In Relationship,35688.0,2012-08-22,94,73,3,90,12,1,32,7,4,1,4,8,False,False,False,False,False,False,3,11,False,48,36-50,3,16
2724,Master,Single,36143.0,2014-03-30,33,12,0,1,0,0,6,1,0,1,2,3,False,False,False,False,False,False,3,11,False,40,36-50,1,4
948,Graduation,Single,10245.0,2013-05-15,32,4,7,7,6,4,13,3,1,2,2,5,False,False,False,False,False,False,3,11,False,50,36-50,1,8
6720,Master,In Relationship,43795.0,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,False,True,False,False,False,False,3,11,True,53,51-65,1,17
6202,Graduation,In Relationship,63381.0,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,False,False,False,False,False,False,3,11,False,61,51-65,1,26
2066,Graduation,In Relationship,38823.0,2012-08-30,56,70,0,11,2,8,23,1,2,1,3,6,False,False,False,False,False,False,3,11,False,72,66+,1,7
9799,PhD,Single,83664.0,2013-05-08,57,866,21,151,28,21,86,3,2,2,12,5,False,False,False,False,False,False,3,11,False,53,51-65,2,19
8318,Graduation,In Relationship,90300.0,2014-01-03,7,594,134,786,33,134,57,0,5,6,8,1,False,False,True,False,False,False,3,11,False,42,36-50,0,19
5642,Master,In Relationship,62499.0,2013-12-09,0,140,4,61,0,13,4,2,3,1,6,4,False,False,False,False,False,False,3,11,False,42,36-50,1,12
2669,Graduation,Single,74293.0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,False,False,False,False,False,False,3,11,False,28,24-35,0,16
455,PhD,In Relationship,51012.0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,False,False,False,False,False,False,3,11,False,75,66+,0,10
7683,Master,In Relationship,70777.0,2014-02-25,80,554,35,113,0,7,78,3,5,3,12,3,False,False,False,False,False,False,3,11,False,53,51-65,1,23
3428,PhD,In Relationship,68682.0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,False,False,False,False,False,False,3,11,False,30,24-35,0,24
7414,Graduation,In Relationship,43824.0,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,False,False,False,False,False,False,3,11,False,50,36-50,2,12
6354,Graduation,In Relationship,15345.0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,False,False,False,False,False,False,3,11,True,37,36-50,1,6
798,Graduation,Single,23442.0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,False,False,False,False,False,False,3,11,False,34,24-35,1,5
8213,Master,In Relationship,14515.0,2012-11-09,71,6,4,9,6,36,35,4,2,2,3,7,False,False,False,False,False,False,3,11,True,41,36-50,1,11
2488,Master,Single,31395.0,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,False,False,False,False,False,False,3,11,False,65,51-65,2,10
9999,Graduation,In Relationship,75276.0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,False,False,False,False,False,False,3,11,False,56,51-65,0,23
7617,Graduation,Single,42373.0,2013-08-15,83,67,5,61,3,8,19,5,2,1,5,5,False,False,False,False,False,False,3,11,False,47,36-50,2,13
615,Graduation,In Relationship,30507.0,2013-03-11,29,65,36,74,38,20,110,1,5,1,4,7,False,False,False,False,False,False,3,11,False,61,51-65,0,11
2552,PhD,Single,55521.0,2013-10-22,11,416,0,26,0,0,4,9,6,3,6,7,False,True,False,False,False,False,3,11,True,66,66+,3,24
194,Graduation,In Relationship,48006.0,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6,False,False,False,False,False,False,3,11,False,56,51-65,2,5
3645,PhD,Single,27213.0,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8,False,False,False,False,False,False,3,11,True,49,36-50,1,9
8890,PhD,Single,65808.0,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,False,False,False,False,False,False,3,11,False,50,36-50,2,14
5049,PhD,In Relationship,30351.0,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9,False,False,False,False,False,False,3,11,False,47,36-50,1,6
9973,Graduation,In Relationship,50437.0,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,False,False,False,False,False,False,3,11,False,58,51-65,2,19
7301,Master,Single,23616.0,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8,False,False,False,False,False,False,3,11,True,39,36-50,1,8
10882,Graduation,In Relationship,53858.0,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4,False,False,False,False,False,False,3,11,False,45,36-50,1,17
7030,PhD,In Relationship,66465.0,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,False,False,False,True,False,False,3,11,False,66,66+,1,35
7422,Graduation,Single,46923.0,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7,False,False,False,False,False,False,3,11,False,34,24-35,1,16
3523,Graduation,In Relationship,75072.0,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3,False,False,False,False,False,False,3,11,False,59,51-65,1,19
7106,PhD,In Relationship,75865.0,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1,False,False,False,False,False,False,3,11,False,78,66+,0,19
6504,Master,In Relationship,19789.0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,True,False,False,False,False,False,3,11,False,46,36-50,1,9
5067,Graduation,In Relationship,80134.0,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5,False,True,True,True,True,False,3,11,False,27,24-35,0,21
4216,Graduation,Single,91065.0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,False,False,True,True,False,False,3,11,True,40,36-50,0,26
8581,Master,In Relationship,49505.0,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8,False,False,False,False,False,False,3,11,False,50,36-50,2,29
5929,PhD,In Relationship,37401.0,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7,False,False,False,False,False,False,3,11,False,48,36-50,1,7
3129,Graduation,In Relationship,30096.0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,False,False,False,False,False,False,3,11,False,38,36-50,1,6
6528,Master,In Relationship,18492.0,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8,False,False,False,False,False,False,3,11,False,39,36-50,1,4
1361,Master,In Relationship,82584.0,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,False,True,True,False,False,False,3,11,True,47,36-50,0,16
6932,PhD,In Relationship,93027.0,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2,False,False,True,False,False,False,3,11,False,80,66+,0,22
7284,Graduation,In Relationship,48686.0,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8,False,False,False,False,False,False,3,11,False,68,66+,3,4
1340,Graduation,In Relationship,92910.0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,False,True,True,True,False,False,3,11,False,35,24-35,0,27
8746,Graduation,In Relationship,75433.0,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,False,True,False,True,False,False,3,11,False,32,24-35,1,19
5987,Master,In Relationship,10404.0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,False,False,False,False,False,False,3,11,False,32,24-35,1,7
3767,Graduation,In Relationship,61314.0,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,False,False,False,False,False,False,3,11,False,53,51-65,1,24
3725,PhD,Single,84865.0,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4,False,True,True,True,True,False,3,11,True,60,51-65,0,16
4324,Graduation,In Relationship,42387.0,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8,False,False,False,False,False,False,3,11,False,32,24-35,1,21
238,Master,In Relationship,67309.0,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7,False,False,False,False,False,False,3,11,False,54,51-65,2,39
6694,Graduation,In Relationship,75236.0,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,False,False,False,False,False,False,3,11,False,57,51-65,1,25
498,Graduation,Single,30015.0,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,False,False,False,False,False,False,3,11,False,51,51-65,1,7
9347,Master,In Relationship,50943.0,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,False,False,False,False,False,False,3,11,False,65,51-65,1,5
9699,Graduation,Single,67272.0,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5,False,False,False,False,False,False,3,11,False,55,51-65,1,23
10664,Master,Single,51529.0,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8,False,False,False,False,False,False,3,11,False,72,66+,1,17
5455,PhD,In Relationship,32011.0,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7,False,False,False,False,False,False,3,11,False,50,36-50,1,10
456,Master,In Relationship,7500.0,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8,False,False,False,False,False,False,3,11,False,35,24-35,1,7
5012,Graduation,In Relationship,28691.0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,False,False,False,False,False,False,3,11,False,32,24-35,1,5
7495,PhD,In Relationship,56223.0,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,False,False,False,False,False,False,3,11,False,73,66+,1,10
5029,Graduation,In Relationship,18100.0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,False,False,False,False,False,False,3,11,False,75,66+,0,4
10642,Graduation,Single,30279.0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,False,False,False,False,False,False,3,11,False,32,24-35,1,5
2106,Master,In Relationship,20130.0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,False,False,False,False,False,False,3,11,False,47,36-50,0,5
10364,Graduation,Single,23295.0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,False,False,False,False,False,False,3,11,False,62,51-65,0,4
5954,Master,Single,42618.0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,False,False,False,False,False,False,3,11,False,49,36-50,1,11
1137,Graduation,Single,81246.0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,True,False,False,True,False,False,3,11,False,57,51-65,0,17
2541,Graduation,In Relationship,24027.0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,False,False,False,False,False,False,3,11,False,45,36-50,1,7
1142,PhD,In Relationship,55707.0,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,False,False,False,False,False,False,3,11,False,68,66+,1,16
2276,Graduation,Single,57959.0,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,False,False,False,False,False,False,3,11,False,66,66+,1,27
2807,Graduation,In Relationship,56796.0,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,False,False,False,False,False,False,3,11,False,52,51-65,1,27
6471,Master,Single,36230.0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,False,False,False,False,False,False,3,11,False,50,36-50,1,7
6131,Master,In Relationship,70829.0,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,False,False,False,False,False,False,3,11,False,41,36-50,2,16
6233,Graduation,In Relationship,65991.0,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,False,False,False,False,False,False,3,11,False,45,36-50,1,27
4148,Graduation,In Relationship,38988.0,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,False,False,False,False,False,False,3,11,False,49,36-50,3,19
4947,Master,Single,89572.0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,False,True,False,True,False,False,3,11,True,55,51-65,0,24
3225,Master,In Relationship,42207.0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,True,False,False,False,False,False,3,11,True,37,36-50,1,14
7540,Graduation,In Relationship,50300.0,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,False,False,False,False,False,False,3,11,False,69,66+,1,13
10648,Master,In Relationship,66664.0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,False,False,False,False,False,False,3,11,False,39,36-50,0,19
1992,Graduation,In Relationship,60597.0,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,False,False,False,True,False,False,3,11,True,57,51-65,1,16
7851,Graduation,Single,70165.0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,False,False,False,False,False,False,3,11,False,72,66+,0,22
8594,PhD,Single,50520.0,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,False,False,False,False,False,False,3,11,False,63,51-65,1,9
7059,Graduation,In Relationship,80124.0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,True,False,False,False,False,False,3,11,False,58,51-65,0,19
2815,Graduation,In Relationship,33183.0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,False,False,False,False,False,False,3,11,False,46,36-50,1,9
2416,PhD,Single,66582.0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,False,False,False,False,False,False,3,11,False,52,51-65,0,20
7999,PhD,In Relationship,75261.0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,False,True,True,False,False,False,3,11,True,66,66+,0,17
9213,Graduation,Single,31880.0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,False,False,False,False,False,False,3,11,False,51,51-65,1,4
9697,Graduation,In Relationship,53790.0,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,False,False,False,False,False,False,3,11,False,70,66+,2,20
3916,PhD,In Relationship,49269.0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,False,False,False,False,False,False,3,11,False,50,36-50,1,25
2021,Graduation,In Relationship,61456.0,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,False,False,False,False,False,False,3,11,False,46,36-50,1,33
1581,Graduation,In Relationship,37406.0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,False,False,False,False,False,False,3,11,True,41,36-50,1,4
564,PhD,In Relationship,56937.0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,False,True,False,False,False,False,3,11,True,40,36-50,1,30
6619,Graduation,In Relationship,38415.0,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,False,False,False,False,False,False,3,11,False,43,36-50,2,6
9081,Graduation,Single,20518.0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,False,False,False,False,False,False,3,11,False,33,24-35,1,5
178,Graduation,In Relationship,62503.0,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,False,False,False,False,False,False,3,11,False,65,51-65,1,26
916,PhD,Single,41644.0,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,False,False,False,False,False,False,3,11,False,49,36-50,2,6
5512,Master,In Relationship,55842.0,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,False,False,False,False,False,False,3,11,False,44,36-50,1,17
8970,PhD,In Relationship,62010.0,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,False,False,False,False,False,False,3,11,False,49,36-50,1,19
10581,Graduation,In Relationship,41124.0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,False,False,False,False,False,False,3,11,False,44,36-50,1,21
5300,Master,In Relationship,38961.0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,False,False,False,False,False,False,3,11,False,48,36-50,1,6
5154,Master,Single,37760.0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,False,False,False,False,False,False,3,11,False,49,36-50,1,6
8346,Graduation,Single,32233.0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,True,False,False,False,False,False,3,11,True,47,36-50,1,12
1676,Graduation,In Relationship,43057.0,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,False,False,False,False,False,False,3,11,False,46,36-50,1,15
9286,Master,In Relationship,83151.0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,False,False,False,False,False,False,3,11,False,61,51-65,0,19
2426,PhD,Single,78825.0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,False,False,False,False,False,False,3,11,True,57,51-65,0,29
5172,Master,In Relationship,65104.0,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,False,False,False,False,False,False,3,11,False,45,36-50,1,17
5562,Graduation,In Relationship,60093.0,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,False,False,False,False,False,False,3,11,False,47,36-50,1,21
3436,Graduation,In Relationship,14045.0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,False,False,False,False,False,False,3,11,False,52,51-65,1,5
3921,Master,Single,28457.0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,False,False,False,False,False,False,3,11,False,69,66+,0,10
3403,PhD,In Relationship,78952.0,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,False,False,False,False,False,False,3,11,False,63,51-65,1,21
22,Graduation,Single,46310.0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,False,False,False,False,False,False,3,11,False,45,36-50,1,14
10965,Graduation,In Relationship,76005.0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,False,False,False,True,False,False,3,11,False,66,66+,0,22
9426,Master,Single,58308.0,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,False,False,False,False,False,False,3,11,False,57,51-65,1,15
6605,PhD,Single,55614.0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,False,True,False,False,False,False,3,11,False,77,66+,0,20
3136,Master,Single,59432.0,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,False,False,False,False,False,False,3,11,False,59,51-65,1,22
8737,Graduation,Single,55563.0,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,False,False,False,False,False,False,3,11,False,43,36-50,1,6
11088,PhD,In Relationship,78642.0,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,False,False,False,False,False,False,3,11,False,50,36-50,1,18
716,PhD,In Relationship,67911.0,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,False,False,False,False,False,False,3,11,False,72,66+,1,27
466,Graduation,In Relationship,65275.0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,False,False,False,False,False,False,3,11,False,77,66+,0,21
9135,Graduation,In Relationship,27203.0,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,False,False,False,False,False,False,3,11,False,71,66+,2,6
10623,Master,In Relationship,48330.0,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,False,False,False,False,False,False,3,11,False,60,51-65,1,5
8151,Basic,In Relationship,24279.0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,False,False,False,False,False,False,3,11,False,31,24-35,0,9
5140,PhD,In Relationship,64355.0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,False,False,False,False,False,False,3,11,False,36,36-50,1,21
10160,Master,In Relationship,50943.0,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,False,False,False,False,False,False,3,11,False,65,51-65,1,5
4945,Graduation,Single,53653.0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,False,False,False,False,False,False,3,11,False,68,66+,0,28
10584,Graduation,In Relationship,65665.0,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,False,False,False,False,False,False,3,11,False,45,36-50,1,24
6071,Graduation,Single,81217.0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,False,False,False,False,False,False,3,11,False,32,24-35,0,22
3386,Graduation,In Relationship,34935.0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,False,False,False,False,False,False,3,11,False,29,24-35,0,8
8939,Graduation,Single,61250.0,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,False,False,False,False,False,False,3,11,False,62,51-65,1,25
9925,PhD,In Relationship,39665.0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,True,False,False,False,False,False,3,11,False,40,36-50,1,12
4320,Graduation,Single,60152.0,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,False,False,False,False,False,False,3,11,False,42,36-50,1,23
5389,Graduation,In Relationship,48920.0,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,False,True,False,False,False,False,3,11,False,57,51-65,2,16
6036,Master,In Relationship,89120.0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,False,False,True,False,False,False,3,11,False,62,51-65,0,19
182,PhD,In Relationship,44124.0,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,False,False,False,False,False,False,3,11,False,75,66+,1,17
203,Master,Single,81169.0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,False,False,False,False,False,False,3,11,False,46,36-50,0,22
11025,Graduation,In Relationship,36443.0,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,False,False,False,False,False,False,3,11,False,60,51-65,2,11
10203,Graduation,Single,26095.0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,False,False,False,False,False,False,3,11,False,31,24-35,1,5
4607,Graduation,In Relationship,71367.0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,False,False,False,False,False,False,3,11,False,62,51-65,0,17
3711,Master,In Relationship,80184.0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,False,False,True,True,False,False,3,11,False,77,66+,0,20
3696,Graduation,Single,30630.0,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,False,False,False,False,False,False,3,11,False,56,51-65,2,7
2532,Master,Single,73454.0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,True,False,False,False,False,False,3,11,False,34,24-35,0,13
9214,Graduation,In Relationship,42691.0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,False,False,False,False,False,False,3,11,False,30,24-35,0,13
4943,Graduation,In Relationship,70503.0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,False,True,True,False,False,False,3,11,False,68,66+,0,16
35,Graduation,In Relationship,25545.0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,False,False,False,False,False,False,3,11,True,34,24-35,1,10
2258,Graduation,In Relationship,32880.0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,False,False,False,False,False,False,3,11,False,35,24-35,1,5
4322,PhD,In Relationship,77863.0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,False,False,False,False,False,False,3,11,False,63,51-65,0,20
713,Master,In Relationship,50353.0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,False,False,False,False,False,False,3,11,False,44,36-50,0,15
4702,Graduation,Single,61839.0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,False,False,False,False,False,False,3,11,False,57,51-65,0,17
3281,PhD,In Relationship,49154.0,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,False,False,False,False,False,False,3,11,False,61,51-65,2,19
702,Master,Single,47682.0,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,False,False,False,False,False,False,3,11,False,46,36-50,1,19
2004,Graduation,Single,72679.0,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,False,False,False,False,False,False,3,11,False,52,51-65,1,17
4769,Master,In Relationship,57954.0,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,False,True,False,False,False,False,3,11,False,44,36-50,2,23
4437,Graduation,In Relationship,65316.0,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,False,False,False,False,False,False,3,11,False,59,51-65,2,12
8724,Graduation,Single,28567.0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,False,False,False,False,False,False,3,11,False,39,36-50,1,7
10741,Master,In Relationship,47352.0,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,False,False,False,False,False,False,3,11,False,70,66+,1,16
1991,Graduation,In Relationship,44931.0,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,False,False,False,False,False,False,3,11,False,54,51-65,1,7
6931,Graduation,Single,76982.0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,False,False,True,False,False,False,3,11,True,54,51-65,0,16
11096,Master,In Relationship,57247.0,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,False,False,False,False,False,False,3,11,False,69,66+,1,12
304,Master,Single,22944.0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,False,False,False,False,False,False,3,11,False,40,36-50,1,9
3665,Master,In Relationship,25315.0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,False,False,False,False,False,False,3,11,False,44,36-50,1,9
10591,Graduation,Single,43638.0,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,False,False,False,False,False,False,3,11,False,52,51-65,1,11
5036,PhD,Single,42710.0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,False,False,False,False,False,False,3,11,False,37,36-50,1,14
5547,PhD,In Relationship,84169.0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,False,True,True,False,False,False,3,11,True,39,36-50,0,20
7822,Graduation,In Relationship,54058.0,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,False,False,False,False,False,False,3,11,False,45,36-50,1,20
8541,Master,In Relationship,24683.0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,False,False,False,False,False,False,3,11,False,31,24-35,1,8
10955,Graduation,Single,85620.0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,False,False,False,False,False,False,3,11,True,57,51-65,0,14
4368,Graduation,In Relationship,47850.0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,False,False,False,False,False,False,3,11,False,41,36-50,1,8
9671,Graduation,In Relationship,19514.0,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,True,False,False,False,False,False,3,11,True,53,51-65,2,10
2256,Master,In Relationship,27159.0,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,False,False,False,False,False,False,3,11,False,48,36-50,2,6
4279,Master,Single,39548.0,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,False,False,False,False,False,False,3,11,False,58,51-65,2,7
5371,Graduation,Single,21474.0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,True,False,False,False,False,False,3,11,True,32,24-35,1,8
9240,PhD,Single,60504.0,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,False,False,False,False,False,False,3,11,False,50,36-50,1,18
9460,Graduation,In Relationship,22419.0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,False,False,False,False,False,False,3,11,False,58,51-65,0,8
9504,Master,In Relationship,81698.0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,False,False,False,False,False,False,3,11,True,72,66+,0,25
8692,Graduation,In Relationship,43462.0,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,False,False,False,False,False,False,3,11,False,69,66+,2,16
448,PhD,Single,54880.0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,False,False,False,False,False,False,3,11,False,43,36-50,1,21
8314,Graduation,In Relationship,79908.0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,False,False,True,False,False,False,3,11,False,39,36-50,0,19
8420,Master,In Relationship,15315.0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,False,False,False,False,False,False,3,11,False,51,51-65,0,8
3174,Graduation,In Relationship,87771.0,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6,False,True,True,True,True,False,3,11,True,62,51-65,1,20
7685,Graduation,In Relationship,33039.0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,False,False,False,False,False,False,3,11,False,43,36-50,1,7
3179,Graduation,Single,81741.0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,False,False,False,False,False,False,3,11,False,41,36-50,0,19
9780,Master,In Relationship,71499.0,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,False,False,False,False,False,False,3,11,False,50,36-50,1,26
10681,Master,In Relationship,62466.0,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,False,False,False,False,False,False,3,11,False,51,51-65,1,26
